Name	Set	ImageFile	Rarity	Type	Color	Cost	Ability	Family	Skill 1	Skill 2	Skill 3	Skill 4	Skill 5	Skill 6	Skill 7	Skill 8	Banned/Restricted
The SwordsSaintWarDragon Mitsurugi-Dragon	BSC21	BSC21-X01.png	X-Rare	Spirit	Red	8	Catalyze	Catalyst, Sword Master, War Dragon	[LV2][LV3] Catalyze: All Color (When Attacks) By sending Soul Core from this Spirit to your trash, immediately activate your set Soul Burst. For each opposing Spirit destroyed/depleted by that burst effect, send 1 core from your opponent's life to their reserve.	[LV1][LV2][LV3] (Your End Step) You can set a card with a burst effect in your hand as a Burst.							
The SwordsSaintGeneral Kaidou Tsunoshige	BSC21	BSC21-X02.png	X-Rare	Spirit	Green	6	Catalyze	Catalyst, Sword Master, Shellman	[LV1][LV2] Catalyze: All Color (When Attacks) By sending Soul Core from this Spirit to your trash, immediately activate your set Soul Burst.	[LV1][LV2] This Spirit can brave with up to 2 Braves.	[When Braved] [LV2] (When Battles) After the battle ends, once per turn, when this Spirit is braved with 2 Braves, this Spirit is refreshed.						
The SwordsSaintPrincess Tsuru	BSC21	BSC21-X03.png	X-Rare	Spirit	Yellow	5	Catalyze	Catalyze, Sword Master, War Princess	[LV1][LV2][LV3] (When Summoned) You may reveal the top 5 cards of your deck. Add all cards among them with a Burst effect to your hand. Discard the remaining cards.	[LV2][LV3] Catalyze: All Color (When Attacks) By sending Soul Core  from this Spirit to your trash, immediately activate your set Soul Burst. After that burst resolves, this Spirit cannot be blocked by opposing Spirits with cost less than or equal to this Spirit.							
The GroundDeityBlade Ootenta	BSC21	BSC21-X04.png	X-Rare	Brave/Soul Burst	White	6	Soul Burst	Exalted Sword	Cost 5 or more	[ Soul Burst: After an opposing Spirit/Ultimate attacks ]	Return one Spirit with 15000 BP or less to the hand. After that effect resolves, summon this Brave card without paying the cost.	[When Braved] Flash (When Attacks) Once per turn, place Soul Core from your trash to this Spirit. By doing so, return one opposing Spirit/Ultimate to the hand.					
DarkSnopard	Promo	DarkSnopard.png	Promo	Spirit	White	4	Rush	Machine Beast	[LV1][LV2] Attacks from spirits with 4000 BP or less cannot decrease any player's life.	[Rush(Condition: Green Symbol)] While you have a green symbol, the effect below remains active.	Green Symbol: Every Spirit cannot have the cores on them become less than their LV1 cost.						
The Land of the Holy Sword	Promo	T02100298_0210029812406916117.jpg	Promo	Nexus	Red/White	5			[LV1][LV2] When a Brave Spirit you control is destroyed by the opponent, the Brave remains and you can return the Spirit to your hand.	[LV2] (Your Attack Step) When a Brave Spirit you control attacks, destroy 1 opposing Spirit with 4000BP or less. This effect can't be duplicated.							
Deathdemon	Promo	Deathdemon1.jpg	Promo	Spirit	Purple	5		Ogre Wizard	[LV1][LV2][LV3] (When Attacks) Move 1 core from all opposing cost 3 or less Spirits to the reserve. If you have an Ultimate, move the cores to their trash instead.								
The BombingSoldier Mitchell	Promo	Mitchel1.jpg	Promo	Spirit	White	5		Armed Machine	[LV1][LV2] (When Summoned) Return any amount of opposing Spirits up to a maximum of 5000 BP to their hand.	[LV2] While you have an Ultimate, this Spirit is unaffected by opposing Spirit effects.							
The Angelia Protiel	Promo	Pack7222036-0019.jpg	Promo	Spirit	Yellow	3		Divine Spirit	[LV1][LV2][LV3] (When Destroyed By Opponent) Draw 1 card from your deck. If you have an Ultimate, return this Spirit to your hand.								
Roller-Golem	Promo	Rollergolem1.jpg	Promo	Spirit	Blue	4	Crush (Demolish)	Artificial Soldier	[LV1][LV2][LV3] Crush (When Attacks) Move cards from the top of your opponent's Deck to their trash equal to this spirit's LV.	"[LV1][LV2][LV3] While you have an Ultimate, when your Spirits with ""Crush"" is destroyed by the opponent, move a number of cards from the top of your opponent's deck to their trash equal to the cost of the destroyed Spirit."							
The PirateKnight Brendan	Promo	P14-13.jpg	Promo	Spirit	Blue	4	Summon Bolt	Fighting Spirit	[LV1][LV2] Summon Bolt: Cost 5 (When Battles) At the end of the battle, by destroying this Spirit, summon 1 cost 5 Spirit card in the same family as this Spirit from your hand without paying its cost.								
Griffia-Darc	Promo	Gurifia-d'Arc.jpg	Promo	Spirit	Yellow	5	On Stage	Song Princess, Private Wear	[Team: Shiny Hearts]	"[LV1][LV2][LV3] On Stage (Your Attack Step) Instead of attacking with this Spirit, by returning this Spirit to the bottom of your deck, summon 1 Spirit card from your hand/removed from game area in the family ""Stage Style"" with ""Griffia-Darc"" in its name, without paying the cost, and draw 1 card from your deck."	[LV2][LV3] (When Attacks) Until end of turn, 1 opposing Spirit gets -3000 BP.						
The Crystal World	Promo	Crystal_World3.jpg	Promo	Nexus	White	4			[LV1][LV2] (Your Opponent's Attack Step) When battling an Ultimate, all your spirits get +5000BP.	[LV2] (Your Attack Step) When your Brave Spirits are blocked, add 1 core from the void to your spirit.							
Boo Boo Trap	Promo	Boobootrap1.jpg	Promo	Magic	Green	7			(Flash Step) Exhaust all spirits.								
The Rebel Betrayer-Daemon	Promo	Betrayerdemon1.jpg	Promo	Spirit	Purple	6		Ogre Wizard, Shellman, Armed Machine	[LV1][LV2][LV3] Your hand cannot be affected by opposing effects.	[LV2][LV3] (When Destroyed/Depleted by the Opponent) By discarding 1 card from your hand, move 1 core from the Void to this Spirit, and this Spirit remains on the Field, exhausted.	[LV3] (Your Attack Step) Treat the Magic cards you use as having no color.						
The TrueGuardian Doubleburn	Promo	P14-23_500.jpg	Promo	Spirit	White	8	Draw Blade	Sword Master, Armed Machine	"[LV1][LV2][LV3] Draw Blade (When Summoned) You can summon 1 Brave card in the family ""Exalted Sword"" that can Brave Fuse with this Spirit from your hand, without paying the cost."	"[When Braved] [LV2][LV3] (When Brave Attacks) If this Spirit is Brave Fused with a Brave in the family ""Exalted Sword"", for once per turn, refresh this Spirit."							
The FallenKnight Harut	Promo	75274044.jpg	Promo	Spirit	Purple	4		Evil Shadow	"[LV1][LV2][LV3] All your spirits in the ""Evil Shadow"" family besides this spirit get +2000 BP."	"[LV2][LV3] (When Attacks) Return one spirit card with ""The FallenKnight"" in the name from your trash to your hand."							
Ryuuman-GrandBuster	Promo	Ryu.png	Promo	Spirit	Red	3		Dragon	"[LV1][LV2][LV3] All your spirits with ""Ryuuman"" in the name can't be returned from the field to the hand or deck due to your opponent's effects."	"[LV2][LV3] (Your Attack Step) When the Ultimate Triggers of your ultimates in the ""Tri-Dragon Deity"" family hit, return 1 red spirit card from your trash to your hand."							
The FourSacredBird Houo	Promo	Houou.jpg	Promo	Spirit	Yellow	3	Spirit Soul	Imaginary Beast	[LV1][LV2][LV3] Spirit Soul: Yellow - When you summon an Ultimate card, this Spirit gets an extra Yellow Symbol.	[LV2][LV3] (Your Attack Step) All of your Yellow Ultimates cannot be blocked by opposing Lv1/Lv3 opposing Spirits and Ultimates.							
The EternityDiva Kotone	Promo	P14-27.jpg	Promo	Spirit	Yellow	7		Song Princess, Stage Style	[LV1][LV2][LV3] When you have 3 or more spirits in the family Song Princess, your opponent can summon only a total of 3 spirits or ultimates.	[LV1][LV2][LV3] All of your spirits in the Song Princess family gain +3000 BP.	[LV2][LV3] (When Battles) Choose one opposing spirit. During this turn, that spirit loses all effects, and cannot gain new ones.						
Ultimate Return	Promo	BSP14-30.jpg	Promo	Magic/Burst	Red	4			[ Burst: After your Ultimate is destroyed by the opponent ]	"Summon 1 Ultimate card in the family ""Ultimate Dragon"" from your Trash that caused the activation of this Burst. After that, by paying the cost, activate this card's flash effect."	Flash - Target Spirit/Ultimate gets +4000 BP until end of turn.						
The FlowerMoonEmperor Ultimate-Wisteria	Promo	Px14-032.png	Promo	Ultimate	Purple	7	Ultimate Trigger, Critical Hit	Next Generation, Nightling	[Summon Condition: You must have 1 or more cost 3 or higher Spirits on your Field.]	Ultimate-Trigger [LV3][LV4][LV5] (When Attacks) When Ultimate-Trigger hits, during this turn, all opposing Spirit's level cost gets +2. *Critical Hit*: If the hit card is a Spirit card, additionally, during this turn, all opposing Nexus level cost gets +1. (Ultimate-Trigger: Put 1 card from your opponents deck to the trash. If the cost of that card is lower than this ultimate, it will hit)	[LV5] This Ultimate cannot be destroyed.						
Merlion-Howl	Promo	P14-33.jpg	Promo	Nexus	All	6			[LV1] (Your Main Step) By exhausting this Nexus, choose a color from Red, Purple, Green, White, Yellow, or Blue. During this step, this Nexus gets an extra symbol of the chosen color.	[LV2] (Your Main Step) By exhausting this Nexus, choose 2 color from Red, Purple, Green, White, Yellow, or Blue. During this step, this Nexus gets an extra Symbol of each chosen color.							
The Beastman Lagos	Promo	Lagos.jpg	Promo	Spirit	Blue	3		Beast Head	"[LV1][LV2] When your spirits with ""Beastman"" in their name are destroyed by the opponent, they can remain on the field in exhausted position."	[LV2] (Your Attack Step) All of your Ultimates in the family Ultimate Dragon gain +2000BP.							
The MobileSwordsSaint Tank-Mobil-Patton	Promo	P14-35.jpg	Promo	Spirit	White	6	Draw Blade	Sword Master, Armed Machine	"[LV1][LV2] Draw Blade (When Summoned) You can summon 1 Brave card from your hand in the family ""Exalted Sword"" that can be Brave Fused with this Spirit, without paying the cost."	"[LV2] Give all your braved Spirits/Ultimates the effect ""Ultra Invincibility: Red/Yellow - This Spirit is unaffected by opposing Spirit/Nexus/Magic/Ultimate effects of the listed colors."""							
Ryuuman-Sergeant	Promo	RyuumanSergeant001.jpg	Promo	Spirit	Red	4	Spirit Soul	Dragon	"[LV1][LV2] (When Summoned) Return one ""Ryuuman"" Spirit or Ultimate card from your trash to your hand other than ""Ryuuman-Sergeant""."	[LV2][LV3] Spirit Soul: Red - When you summon an Ultimate, this Spirit gets one extra Red symbol.							
Hypernova-Dragon	Promo	HypernovaDragon1.jpg	Promo	Spirit	Red	6		Astral Dragon	[LV1][LV2][LV3] (Your Attack Step) When the triggers of your Ultimates hit, if the hit card is cost 6 or less, that Ultimate gains one Ultimate symbol during the battle.								
The RainySkip Ran-Blasear	Promo	P14-40.jpg	Promo	Spirit	Yellow	2	On Stage	Song Princess, Private Wear	Team: Shiny Hearts	"[LV1][LV2] On Stage (Your Attack Step) Instead of attacking with this Spirit, by returning this Spirit to the bottom of your deck, summon 1 Spirit card from your hand/removed from game area in the family ""Stage Style"" with ""Ran-Blasear"" in its name, without paying the cost, and draw 1 card from your deck."	[LV1][LV2][LV3] (When Destroyed) Draw one card from your deck.						
The MissionSchool Fongneena	Promo	P14-42.jpg	Promo	Spirit	Yellow	3	On Stage	Song Princess, Private Wear	Team: Absolute	"[LV1][LV2] On Stage (Your Attack Step) Instead of attacking with this Spirit, by returning this Spirit to the bottom of your deck, summon 1 Spirit card from your hand/removed from game area in the family ""Stage Style"" with ""Fongneena"" in its name, without paying the cost, and draw 1 card from your deck."	[LV2][LV3] When this spirit is destroyed by opposing effects, it remains on field in refreshed state.						
Leaf-Pigeon	Promo	82849389.jpg	Promo	Spirit	Green	3	High Speed (Swift)	Winged Beast, Astral Soul	High Speed (Flash) This spirit may be summoned from your hand during the Flash Step. In that case, the cost of this spirit and cores to be put on this spirit must be paid or moved from your reserve.	"[LV1][LV2] (When Summoned) When summoned on any player's attack step, place 1 core from the void to each of your ""Galaxian"" spirits."							
Sengoku-Siegwurm	Promo	P15-23_500.jpg	Promo	Spirit	Red	6		War Dragon, Astral Dragon	"[LV1][LV2][LV3] (When Summoned) You may reveal the top 6 cards of your deck. You can summon one Cost 8 spirit card from among them with the family ""War Dragon"" or ""Astral Dragon"" without paying the cost. Return non-summoned and remaining cards to the bottom of the deck."	"[LV2][LV3] All your spirits in the family ""War Dragon"" and ""Astral Dragon"" get ""True-Clash: Your opponent must block with their Spirits or Ultimates if possible."""							
The GigaEmperor Gerbelord	Promo	Cerbe.jpg	Promo	Spirit	Blue	5		Fusion Beast, Emperor Beast	Cost 5 or more	[When Braved] (When Attacks) Once per turn, by sending one of your Lives to your Trash, this Spirit is refreshed. This effect cannot activate your burst.							
Sister's Syndrome	Promo	Sisters.jpg	Promo	Magic	Yellow	4			Type: Song	(Flash) During this turn, two opposing Spirits/Ultimates get -3000 BP. Spirits/Ultimates whose BP are brought to 0 by this effect are destroyed. Additionally, if Soul Core was used to pay the cost, refresh a spirit with [Shiny Hearts] or [Twilight Gothic]. 	After that, this card can remain on the field.						
Senryuukaku-Kagetora	Promo	P15-21_1.jpg	Promo	Ultimate	White	6	Ultra Armor, Soul Drive	Next Generation, Clever Machine, Armored Dragon	[Summon Condition: Your Life must be 4 or Less]	[LV3][LV4][LV5] Ultra Armor: Red/Purple/White/Blue This Spirit cannot be affected by opposing Spirit/Ultimate/Nexus/Magic effects of the specified colors.	[LV4][LV5] (When Attacks) Return one cost 5 or less opposing Spirit or Ultimate to the hand.	Soul Drive - By banishing Soul Core on this Ultimate from the game, additionally, this Ultimate cannot be blocked.					
Lady Kejorou	Promo	Kejorou.jpg	Promo	Spirit	Yellow	3		Youkai	This Spirit card is also treated as a Magic card.	(Flash) (This effect cannot be used while on the field) During the showdown step, end the battle without comparing BP.							
Minis Athletic Meet	Promo	Athletic_Meet.png	Promo	Spirit	Red	2		Reptile Beast, Incarante, War Dragon	"You can have any number of ""Minis Athletic Meet"" in your deck."	[LV1] For each Minis Athletic Meet card you control, all your spirits get +1000 BP.							
Unmasked Antarc	Promo	Antarc_waifu.jpg	Promo	Ultimate	All	6	Soul Drive	Ultimate Queen	[Summon Condition: Your life must be 3 or less]	"[LV3][LV4][LV5][LV6] All your Spirits in the family ""Investigator"" gain +5000 BP."	"[LV4][LV5][LV6] (When Attacks) Soul Drive - By banishing Soul Core on this Ultimate from the game, you can reveal 20 cards from the top of your deck. You can summon all Spirit cards in the family ""Investigator"" among them without paying the cost. Discard the not summoned and other remaining cards."						
Jinraidragon-True	Promo	Jinraitrue.png	Promo	Spirit	Red	3		Vassal, War Dragon	"[LV1][LV2][LV3] (When Attacks) Draw one card from your deck. While this Spirit has Soul Core on it, this Spirit gains ""True-Clash: Your opponent must block with their Spirits or Ultimates if possible."""								
The SengokuDragon SoulDragon-Victory	Promo	P15-13.png	Promo	Spirit	Red	7	Consecutive Blade	Lord, War Dragon	[LV1][LV2][LV3] Consecutive Blade (When Attacks) By sending Soul Core from this Spirit to your trash, your opponent must block with two of their Spirits or Ultimates if possible, and simultaneously battle this Spirit.	[LV1][LV2][LV3] (When Attacks) This Spirit gets +3000 BP.	[LV2][LV3] (When Attacks) Draw one card from your deck.						
Halloween Fuurin	Promo	Harofuu.jpg	Promo	Spirit	Yellow	2		Youkai	This Spirit card is also treated as a Magic card	(Flash) (This effect cannot be used while on the field) Target two opposing Spirits/Ultimates. Switch all the core between the targeted Spirits/Ultimates.							
Reverse-ShinobiCommander Shirohagane	Promo	P15-10.png	X-Rare	Spirit/Soul Burst	Green	7	Soul Burst	Ninja Gale, Shellman	[ Soul Burst: After your spirit is destroyed / depleted by the opponent ]	Exhaust 1 opposing Spirit / Ultimate. If this burst is activated through [Catalyze], additionally, refresh one of your non-battling Spirits. Once this effect resolves, summon this spirit card without paying the cost.	[LV2] (When Attacks) By sending Soul Core from this Spirit to your trash, refresh this Spirit.						
The SengokuDragon Souldragon-Ruin	Promo	P15-08.jpg	X-Rare	Spirit	Red	7	Consecutive Blade	War Dragon, Ruin Dragon	[LV1][LV2][LV3] Consecutive Blade (When Attacks) By sending Soul Core from this Spirit to your trash, your opponent must block with two of their Spirits or Ultimates if possible, and simultaneously battle this Spirit.	[LV2][LV3] (When Attacks) Send all the core from opposing Spirits and Ultimates that compared BP through Consecutive Blade and were destroyed to the void.							
The WindDemon Akaobird	Promo	Akaobird.jpg	Promo	Spirit	Green	3		Ninja Gale, Winged Beast	[LV1][LV2] (When Summoned) Add one core from the void to this Spirit.	"[LV2] (After your Burst activates) Refresh one of your Spirits in the family ""Ninja Gale""."							
The YuenTinDragon Hokushindragon	Promo	Hokushindragon1.jpg	Promo	Spirit	Red	5		War Dragon	[LV1][LV2][LV3] (When Attacks) You can set one card from your hand with a Burst effect. If you set a burst with this effect, this Spirit gets +3000 BP.	[LV2][LV3] (When Attacks) You can target and attack one opposing Spirit or Ultimate.							
The CleverMachineBeast Kuropard	Promo	P15-05.jpg	Promo	Spirit	White	4		Clever Machine, Machine Beast	"[LV1][LV2] While there is Soul Core on this Spirit, all your Spirits in the family ""Machine Beast"" gain +3000 BP."	"[LV2] (Opponent's Attack Step) When your Spirits in the family ""Machine Beast"" destroy only the opposing Spirit by BP comparison, send 1 core from the opponent's life to their reserve."							
Tsuchigumokid	Promo	Tsuchigumo1.jpg	Promo	Spirit	Yellow	3		Youkai	"[LV1][LV2] (Your Attack Step) When your Spirits in the family ""Youkai"" are destroyed by the opponent, during this turn, one opposing Spirit gets -2000 BP. While there is Soul Core is on this Spirit, additionally, draw 1 card from your deck."								
Purple Smoke Deer	Promo	P15-03.jpg	Promo	Spirit	Purple	2		Spiritual Beast	Treat this Spirit card in your Trash as cost 1.	[LV1][LV2] (When Summoned) If this Spirit is summoned from the Trash, draw 1 card from your deck.							
Ultimate-Gundinos	Promo	P14-X04.jpg	Promo	Ultimate	Red	7	Assault, Ultimate-Trigger	Incarnate, Terra Dragon	[Summon Condition: You must have 1 or more Red/Blue Spirit on your Field.]	[LV3][LV4][LV5] Assault: 2 (When Attacks) For up to 2 times per turn, by exhausting 1 of your nexus, refresh this Ultimate.	Ultimate-Trigger [LV3][LV4][LV5] (When Attacks) When Ultimate-Trigger hits, destroy 1 opposing Spirit with 10000 BP or below. (Ultimate-Trigger: Put 1 card from your opponents deck to the trash. If the cost of that card is lower than this ultimate, it will hit)						
The DarknessGuide Rutile	Promo	P14-X05.jpg	Promo	Spirit	Purple	3		Forerunner	This spirit card in your trash returns to your hand when a spirit you control with Rush is destroyed.	[LV1][LV2][LV3] (When Summoned) When your life is 3 or less, you can summon a brave in the family Exalted Sword from your hand or trash at no cost.							
The LightGuide Lapis	Promo	P14-X06.jpg	Promo	Spirit	Yellow	3		Forerunner	This spirit card in your trash returns to your hand when a spirit you control with Charge is destroyed.	[LV1][LV2][LV3] (When Summoned) When your life is 3 or less, you can summon a spirit in the family Sword Master from your hand at no cost.							
The DragonEmperor Siegfried 30	Promo	Sieg30-site.jpg	Promo	Spirit	Red	6		Ancient Dragon	[LV1][LV2][LV3] (When Summoned) Destroy 30 opposing Spirits/Ultimates with 3000 BP or less.	[LV3] (When Attacks) When the combined cost of your Spirits/Ultimates is 30 or more, destroy one opposing Ultimate with 30000 BP or less.							
Minis Suicide Squad	Promo	Minis1.png	Promo	Spirit	Red	2		Reptile Beast, Astral Dragon, Winged Dragon	"You can have any number of ""Minis Suicide Squad"" in your deck. "	[LV1] Charge - Increase the BP limit of your destruction effects by 1000.	[LV1] For each Minis Suicide Squad card you control, this spirit gets +1000BP.						
The King of Comedy Pentan	Promo	Kingofcomedy2.jpg	Pentan Rare	Spirit	Yellow	2		Song Bird, Drifting Spirit	"[LV1][LV2][LV3] (When Summoned) During this turn, treat all spirits as having ""Pentan"" in the name. "	"[LV2][LV3] When your spirits with ""Pentan"" in the name are destroyed by your opponent, they're returned to your hand. When your opponent's spirits with ""Pentan"" in the name are destroyed by you, they're returned to their hand."							
Ground of Lolo	Promo	Grandoflolo1.jpg	Promo	Nexus	All	6			This nexus can only be deployed by paying the cost of 6.	[LV1] (Your End Step) When you have one spirit each in the colors Red, Purple, Green, White, Yellow and Blue, each player returns all their cards to their deck and shuffles. All core other than life is returned to the void. After that, each player moves six core from the void to their reserve, draws two cards, plays rock-paper-scissor to decide the playing order, and the game starts again from turn 1. This card effect only be used by either you or your opponent once per game.							
The AngeliaEgg Hocha	Promo	BSPB13-03.jpg	Promo	Spirit/Burst	Yellow	6	Burst	Divine Spirit	[ Burst: After Your Life is Decreased ]	Refresh all yellow spirits you control. After that, summon this spirit. 	[LV2][LV3] (When Battles) During this turn, one opposing spirit gets BP-3000. 	"[LV2][LV3] When this spirit is destroyed by the opponent, by exhausting 1 ""Divine Spirit"" you control, this spirit remains on your field, refreshed."					
The AntKing Ant-Res	Promo	BSPB15-01.jpg	Promo	Spirit	Green	7		Parasite, Shellman	[LV1][LV2] (When Summoned) Add one core from the void to this Spirit. If Soul Core is used to pay the cost, additionally, place 3 cores from the void to this Spirit.	[LV2] (When Attacks) You can send Soul Core from your reserve to your trash. If you do so, exhaust one opposing Spirit. After that, refresh this Spirit.							
The LeoDragon Lion-Howl (Revival)	Promo	Lion-howl4.jpg	X-Rare	Spirit	Red	8		Emperor Beast	[LV1][LV2][LV3] (When Summoned) Destroy all spirits other than this one with 8000 BP or less. Draw cards equal to the number of spirits destroyed due to this effect. If Soul Core was used to pay the cost, also destroy one opposing spirit/ultimate with 30000 BP or less and draw one card from your deck.	[LV2][LV3] (When Attacks) This spirit gets +10000 BP.							
The Heaven's Deity Glorious-Solute	Promo	11X.jpg	X-Rare	Spirit	White	7	Holy Life	Armed Machine	[LV1][LV2][LV3] (When Summoned) Send all opposing spirits with 5000BP or less back to the hand. For each spirit returned with this effect, add 1 core from the void to your reserve. 	[LV1][LV2][LV3] This spirit is unaffected by the effects of opposing spirits. 	[LV2][LV3] Holy Life (When Attacks) When the opponent's life is decreased by this Spirit's Attack, put one core from the Void to your Life.						
The NetherworldDeity Obsidion	Promo	Obsidion2.jpg	X-Rare	Spirit	Purple	7	Rage (Clash)	Zombie, Evil Deity	[LV1][LV2][LV3] Rage (When Attacks) Your opponent must block if possible. 	[LV1][LV2][LV3] If your opponent sends your spirits back to your hand, for each spirit returned, your opponent must discard a card from their hand.	[LV2][LV3] (When Attacks) When an opposing spirit blocks this spirit, send cores from any non-blocking opposing spirits to the trash equal to the cost of the spirit that blocked.						
The WarEmperor Godslayer-Dragon	Promo	The_WarEmperor_Godslayer-Dragon.jpg	X-Rare	Spirit	Red	7		Dragon Warrior, Ancient Dragon	[LV1][LV2][LV3] (When Attacks) Destroy 1 opposing nexus. If a nexus is successfully destroyed, refresh this spirit. 	"[LV1][LV2][LV3] (When Battles) When battling an opposing spirit with ""God"" in the name, this spirit gets +5000BP. "	[LV2][LV3] (When Attacks) You can target 1 opposing spirit to attack.						
The SevenShogun Beliot	Promo	The_sevenShogun_Beliot.jpg	X-Rare	Spirit	Purple	8		Infernal Lord, Evil Deity	"[LV1][LV2][LV3] (When Summoned) You may summon one Spirit Card with ""SevenShogun"" in its name from your Trash to the Field, ignoring its Core Cost."	[LV1][LV2][LV3] (When Destroyed) Send one Core from your opponent's Field to his/her Trash. 	"[LV2][LV3] (When Attacks) One of your Spirits can activate one of its ""When Destroyed"" effects without being destroyed."						
The TimeControllerDragonDeity Amaterasu	Promo	PX18.jpg	X-Rare	Spirit	Red	8		Crystalline Deity	[LV1][LV2][LV3] (When Summoned) Destroy 1 opposing spirit.	[LV3] (When Attacks) When only the opposing spirit is destroyed by comparing BP, at the end of your turn, refresh all your red spirits. Then, carry out your attack step and end step once more. This effect can only be used once per turn.							
Ultimate-Lion-Howl	Promo	Screen_Shot_2013-11-15_at_6.51.24_pm.png	Promo	Ultimate	Red	7	Ultimate-Trigger	Incarnate, Emperor beast	[Summon Condition: You must have 1 or more Red spirits on your field.]	[LV3][LV4][LV5] (When Summoned) By destroying 1 opposing Spirit with 10000 BP or less, return 1 Red Spirit card from your Trash to your Hand. 	Ultimate-Trigger [LV4][LV5] (When attacks) When Ultimate-Trigger hits, this Ultimate gets +10000 BP. (Ultimate-Trigger: Put 1 card from your opponents deck to the trash. If the cost of that card is lower than this ultimate, it will hit)						
Ultimate-Gran-Tortoise	Promo	PX14-02.jpg	Promo	Ultimate	White	7	Ultimate-Trigger	Incarnate, Armored Beast	[Summon Condition: You must have 1 or more White spirits on your field.] 	"Ultimate-Trigger [LV3][LV4][LV5] (When Blocks) When Ultimate-Trigger hits, this Ultimate gets +10000 BP and all your ""Armored Dragon"" spirits are refreshed. (Ultimate-Trigger: Put 1 card from your opponents deck to the trash. If the cost of that card is lower than this ultimate, it will hit)"	[LV4][LV5] (Opponent's Attack Step) This ultimate can block your opponent's LV1 spirits and LV3 ultimates even when exhausted.						
Ultimate-Giga-Galvare	Promo	Giga.png	Promo	Ultimate	Green	7	Ultimate-Trigger	Incarnate, Blade Beast	[Summon Condition: You must have 1 or more Green Spirits on your Field]	[LV3][LV4][LV5] (When Summoned) Move 1 core from the void to each of your Green Spirits and Ultimates on the Field.	Ultimate-Trigger [LV4][LV5] (When Attacks) When Ultimate-Trigger hits, your opponent cannot activate their set Burst. *Critical Hit*: If the hit card is a Spirit card, additionally, move 2 cores from the void to any of your Ultimates. (Ultimate-Trigger: Put 1 card from your opponents deck to the trash. If the cost of that card is lower than this ultimate, it will hit.)						
Ultimate-Griffi-Oar	Promo	PX14-05.jpg	Promo	Ultimate	Yellow	7	Ultimate-Trigger	Incarnate, Imaginary Beast	[Summon Condition: You must have 1 or more Yellow spirits on your field.]	[LV3][LV4][LV5] (When Attacks) When Ultimate-Trigger hits, this Ultimate can't be blocked by opposing level 4 or lower spirits/ultimates. (Ultimate-Trigger: Put 1 card from your opponents deck to the trash. If the cost of that card is lower than this ultimate, it will hit)	[LV4][LV5] (When destroyed by the opponent) By returning all yellow magic cards from your trash to your hand (must have at least 1) this ultimate remains on the field, exhausted.						
Ultimate-Da-Gon	Promo	Prize_PX14-06.jpg	Promo	Ultimate	Blue	7	Ultimate-Trigger	Incarnate, Fusion Beast	[Summon Condition: You must have 1 or more Blue Spirits on your Field.]	Ultimate-Trigger [LV3][LV4][LV5] (When Attacks) When Ultimate-Trigger hits, destroy all cost 5 or below opposing Spirits. For each Spirit destroyed by this effect, discard 4 cards from the top of your opponent's deck. (Ultimate-Trigger: Move 1 card from your opponents deck to the trash. If the cost of that card is lower than this ultimate, it will hit)	[LV4][LV5] (When Battles) Discard 10 cards from the top of your opponent's deck.						
Ultimate-El-Blood	Promo	PX14-07.jpg	Promo	Ultimate	Purple	7	Double Ultimate-Trigger- Double Hit	Incarnate, Nightling	[Summon Condition: You must have 1 or more Purple Spirits on your Field.]	[LV3][LV4][LV5] (When Summoned) Move cores from every opposing Spirits and Ultimates to the Trash until they have only 1 core left on them.	Double Ultimate-Trigger [LV4][LV5] (When Attacks) For each Ultimate-Trigger hit, destroy 1 opposing Spirit with only 1 core on it. *Double Hit*: If both Ultimate-Trigger hits, additionally, draw 1 card from your deck. (Double Ultimate-Trigger: Put 2 cards from your opponent's deck to their Trash. Cards that have a cost lower than this Ultimate will hit.)						
Ultimate-Fong-Need	Promo	PX14-08.jpg	Promo	Ultimate	Green	7	Ultimate-Trigger, Critical Hit	Incarnate, Shellman	[Summon Condition: You must have 1 or more Green Spirits on your field.]	[LV3][LV4] (When summoned) Exhaust any number of opposing Ultimates up to a total of 20000 BP.	Ultimate-Trigger [LV4] (When Attacks) When Ultimate-Trigger hits, exhaust 1 opposing spirit. *Critical Hit*: If the hit card is a Spirit card, additionally, refresh 2 spirits you control.						
The EternalIdol Noah-Fleur	Promo	86343024.jpg	Promo	Spirit	Yellow	10	My Unit	Song Princess, Stage Style	Team: Shiny Hearts	"[LV1][LV2][LV3] (When Summoned) You can summon as many spirit cards in the family ""Song Princess"" from your hand as you like without paying their cost. However, their (When Summoned) effects cannot activate."	"[LV2][LV3] My Unit: 2 (When Attacks) By arranging 2 refreshed Spirits in the family ""Song Princess"" you control on both sides of this Spirit, destroy any number of opposing spirits up to a total of 10000 BP."						
The SengokuDancingPrincess Fongneena	Promo	PX15-08_500.jpg	X-Rare	Spirit	Yellow	8		Song Princess, Stage Style	[Team: Absolute]	"[LV1][LV2][LV3] (Your Attack Step) When your spirits in the family ""Song Princess"" attacks, exhaust one opposing spirit."	"[LV2][LV3](Your Attack Step) When the attack of your ""Song Princess"" spirit decreases the opponent's life, send one opposing life to the Trash."						
