Name	Set	ImageFile	Rarity	Type	Color	Cost	Ability	Family	Skill 1	Skill 2	Skill 3	Skill 4	Skill 5	Skill 6	Skill 7	Skill 8	Banned/Restricted
The BladeWolf Beo-Wolf	BSC05	Beo-wulf2.jpg	Uncommon	Brave	Green	5		Blade Beast, Astral Soul	A cost of 5 or more	[When Braved] (When This Spirit Brave Attacks) When only the opposing Spirit is destroyed by comparing BP, send two of your opponent's Life Cores to their Reserve.							
The HeavenHornBeast Bicorn	BSC05	Heavem_hornbeast_Bicorn.jpg	Uncommon	Brave	Yellow	5		Imaginary Beast	A cost of 5 or more	[When Braved] (When This Spirit Brave Attacks) When determining the outcome of battle, if the opposing blocking Spirit has only 6000 BP or less, treat the situation as if this Brave Spirit was never blocked.							
The Old Devil's Castle	BSC05	Olddevilscastle2.jpg	Common	Nexus	Purple	4			"[LV1][LV2] When your opponent uses a Spirit/Magic effect that targets your Spirits, you may choose one of your affected Spirits; the opposing effects now work solely on the chosen Spirit. "	[LV2] (During Each Attack Phase) When a Brave Spirit of yours is exhausted, draw a card from your deck.							
The Immovable Headquarters	BSC05	Immovablehq2.jpg	Common	Nexus	Green	4			"[LV1][LV2] (During Your Main Phase) When one of your Braves is summoned to the Field in ""Lv. 1 Spirit Form,"" add one Core from the Void to your Reserve. "	[LV2] (During Your End Phase) Refresh all of your Brave Spirits.							
Grim Reaper	BSC05	Grimreaper2.jpg	Uncommon	Magic	Purple	3			(Your Main Phase) Destroy an exhausted Spirit that has only one Core on it. 	(Flash Step) For the duration of this turn, one of your Spirits gains +2000BP.							
Grass Trap	BSC05	Grasstrap2.jpg	Uncommon	Magic	Green	3			"Flash - Exhaust an opposing Spirit; that Spirit cannot be refreshed for the remainder of this turn."								
Rapid Wind	BSC05	Rapidwind2.jpg	Rare	Magic	Green	4			(Flash Step) Select a Spirit Attribute, then refresh two of your Spirits with the same Attribute.								
Magic Boost	BSC05	Magicboost2.jpg	Uncommon	Magic	White	3			"(Flash Step) Refresh one of your Brave Spirits; for the remainder of this turn, the refreshed Brave Spirit gains +2000BP."								
Mirage Coat	BSC05	Miragecoat2.jpg	Rare	Magic	White	5			(Flash Step) For the duration of this turn, all of your braves in spirit condition cannot be blocked.								
Elec Trick	BSC05	Electrick2.jpg	Uncommon	Magic	Yellow	3			(Flash Step)After destroying one of your own battling Spirits, send one Core from that Spirit to your Life.								
Thunder Branch	BSC05	Thunder_branch.jpg	Rare	Magic	Yellow	4			(Flash) For the duration of this turn, treat all non-braved and non-tribute opposing spirits as having 2000BP for Lv1, Lv2 and Lv3 Battle Levels. This effect cannot be used during the Main Phase.								
The RollingThunderDragon Lind-Grom	BSC05	Lind-grom2.jpg	Promo	Spirit	Red	4		Astral Dragon, Winged Dragon	"[LV1][LV2][LV3] (Your Attack Step) All your ""Astral Dragon"" and ""Winged Dragon"" spirits get +1000BP."								
The EarthDragonDeity Gai-Asura	BSC05	The_Earth_DragonDeity_Gai-Asura.jpg	X-Rare	Spirit	Red	8	Ultra Awaken	Astral Deity, Astral Dragon	[LV1][LV2][LV3] All Cores placed on this Spirit cannot be removed by either player. 	"[When Braved] [LV1][LV2][LV3] Flash Ultra Awaken - You can move any number of Cores on your Spirits and place them on this Spirit; doing so refreshes this Spirit from the exhausted position."							
The FlyingBeetle Ittoukabuto	BSC05	The_FlyngBeetle_Ittoukabu.jpg	Promo	Brave	Green	4		Shell Insect	A cost of 4 or more	[LV1] (When Summoned) Exhaust 1 opposing spirit. 	[When Braved] (When This Spirit Brave Attacks) If this is your first attack of this turn, refresh this spirit.						
Revol-Arms	BSC09	Revol-Arms.jpg	Promo	Brave	Blue	4		Artificial Soldier	A cost of 3 or more	[LV1] (When Summoned) Move 2 cores from the void to one of your nexuses.	[When Braved] (When This Spirit Brave Attacks) Choose either cost 3 or 4. During this battle, your opponent can't use magic cards with that cost.						
The DinoDeity Gundinos	BSC10	The_DinoDeity_Gundinos.jpg	X-Rare	Spirit	Red	7	Assault	Terra Dragon, Emperor Beast	[LV1][LV2][LV3] Assault: 2 - (When Attacks) This spirit can, twice per turn, be refreshed by exhausting one of your Nexuses.	[LV1][LV2][LV3] (When Attacks) Destroy 1 opposing spirit with 5000BP or less. When a spirit is destroyed by this effect, draw 1 card.							
The HellWheel Buer	BSC10	HellWheel_Buer.jpg	Promo	Brave	Purple	4		Infernal Lord	A cost of 4 or more	[When Braved] (When Attacks) Draw 1 card from your deck, then move 1 core from any cost 4-or-less spirit your opponent controls to their reserve.							
The ArmoredBushin Girafa-Rando	BSC10	Girafa-rando2.jpg	X-Rare	Spirit	Green	7	Ice Wall	Shellman	[LV1][LV2] Ice Wall: Purple/White/Blue - (Opponent's Turn) When the opponent uses the effect of a Purple/White/Blue Magic, by exhausting this Spirit, negate that effect.	[LV1][LV2] (During Opponent's Attack Step) This spirit can block opposing spirits while exhausted. 	[LV2] (When Attacks) If only the opposing spirit is destroyed by comparing BP, refresh this spirit and exhaust one opposing spirit.						
The ClownPrincess Blackster	BSC10	The_ClowPrincess_Blackster.jpg	EX	Spirit	Yellow	7		Clown, Dark Artes	[LV1][LV2] (When Summoned) Take one magic card from the trash, and move it to your hand or the top of your deck.	[LV2] (Both Player's Attack Steps) Treat all the reduction symbols of the magic cards in your hand as yellow.							
The WingBeast Griffi-Oar	BSC10	Griffi-oar2.jpg	X-Rare	Spirit	Yellow	8		Imaginary Beast	[LV1][LV2][LV3] (When Summoned) Move all yellow spell cards from your Trash to your Hand.	[LV2][LV3] (When Attacks) You may play spells without paying their costs until end of this battle.							
The BigDipperDragon Sieg-Apollodragon (Purple)	BSC11	24724870.jpg	X-Rare	Spirit	Purple	6		Astral Deity, Astral Dragon	[LV1][LV2][LV3] (When Summoned) You may summon a brave card from your hand without paying the cost. When you summon a brave with this effect, draw 1 card from your deck.	[When Braved] [LV3] (When Brave Attacks) If you destroy only the opposing spirit by comparing BP, destroy 1 more opposing spirit.							
The BigDipperDragon Sieg-Apollodragon (White)	BSC11	24724880.jpg	X-Rare	Spirit	White	6		Astral Deity, Astral Dragon	[LV1][LV2][LV3] (When Summoned) You may summon a brave card from your hand without paying the cost. When you summon a brave with this effect, draw 1 card from your deck. 	[When Braved] [LV3] (When Brave Attacks) If you destroy only the opposing spirit by comparing BP, destroy 1 more opposing spirit.							
The CrossStarDragon Southan-Cross-Dragon	BSC12	Southerncross.jpg	EX	Spirit	Red	6		Astral Dragon, Astral Soul	"[LV1][LV2][LV3] (Your Attack Step) All your ""Astral Dragon"" and ""Astral Soul"" spirits get +2000BP. "	[LV2][LV3] (When Attacks) Destroy 1 opposing spirit with 4000BP or less.							
The EvilArtifactMaster Caelum	BSC12	Caelum1.jpg	EX	Spirit	Purple	3		Zombie, Astral Soul	[LV1][LV2][LV3] (When Attacks) Move core from an opposing spirit with a cost of 5 or less to your opponent's reserve, until only 1 core remains.	[LV2][LV3] (When Destroyed) Destroy 1 opposing spirit with 2 or less cores.							
Compass-Mingo	BSC12	Compassmingo1.jpg	EX	Spirit	Green	4	Windstorm	Winged Beast, Astral Soul	[LV1][LV2] Windstorm: 1 - (When Attacks) When this spirit is blocked, your opponent exhausts the specified number of spirits they control.	"[LV2] When your ""Winged Beast"" and ""Astral Soul"" spirits are destroyed by the opponent, add a core from the void to your reserve."							
The Angelia Coma	BSC12	Algeliacoma1.jpg	EX	Spirit	Yellow	5	Holy Life	Divine Spirit, Astral Soul	[LV1][LV2][LV3] (When Attacks) Choose 1 opposing spirit. During this battle, that spirit can't block. 	[LV2][LV3] Holy Life (When Attacks) When the opponent's life is decreased by this Spirit's Attack, put one core from the Void to your Life.							
The GiantCentaurus Troydes	BSC12	Toroides1.jpg	EX	Spirit	Blue	5	Crush (Demolish)	Fighting Spirit, Astral Soul	[LV1][LV2][LV3] Crush (When Attacks) Move cards from the top of your opponent's Deck to their trash equal to this spirit's LV.	[LV1][LV2][LV3] (When Attacks) Destroy a number of opposing spirits with a cost of three or less, equal to this spirits level.							
The BigDipperDragon Sieg-Apollodragon (Red)	BSC12	24724869.jpg	X-Rare	Spirit	Red	6		Astral Deity, Astral Soul	[LV1][LV2][LV3] (When Summoned) You may summon a brave card from your hand without paying the cost. When you summon a brave with this effect, draw 1 card from your deck.	[When Braved] [LV3] (When Brave Attacks) If you destroy only the opposing spirit by comparing BP, destroy 1 more opposing spirit.							
The BigDipperDragon Sieg-Apollodragon (Green)	BSC12	BSX005E.jpg	X-Rare	Spirit	Green	6		Astral Deity, Astral Dragon	[LV1][LV2][LV3] (When Summoned) You may summon a brave card from your hand without paying the cost. When you summon a brave with this effect, draw 1 card from your deck.	[When Braved] [LV3] (When Brave Attacks) If you destroy only the opposing spirit by comparing BP, destroy 1 more opposing spirit.							
The BigDipperDragon Sieg-Apollodragon (Yellow)	BSC12	24724873.jpg	X-Rare	Spirit	Yellow	6		Astral Deity, Astral Dragon	[LV1][LV2][LV3] (When Summoned) You may summon a brave card from your hand without paying the cost. When you summon a brave with this effect, draw 1 card from your deck.	[When Braved] [LV3] (When Brave Attacks) If you destroy only the opposing spirit by comparing BP, destroy 1 more opposing spirit.							
The SatelliteRobo Telescord	BSC12	Telescot1.jpg	EX	Spirit	White	4		Armed Machine, Astral Soul	[LV1][LV2][LV3] (Each Players Attack Step) Each player can't attack more than once a turn with a spirit that has 2 or more symbols. 	[LV2][LV3] (During Opponent's Attack Step) All your spirits with 1 symbol get +2000BP.							
The Little Samurai Issun Antman	BSC14	P051_500x730.jpg	Promo, Ex	Spirit/Burst	Green	3	Burst	Supreme Hero, Shellman	[ Burst: After your opponent activates a Spirit/Brave's (When Summoned) effect ]	By returning one of your spirits with High Speed or Windstorm to the hand, summon this spirit. 	[LV2] (Your Opponent's Attack Step) At the start of the step, if this spirit is exhausted, exhaust one opposing spirit.						
The RaptorDeity Galoud	BSC14	Galoud2.jpg	X-Rare	Spirit	Blue	7	Windstorm	Beast Head, Winged Beast	[LV1][LV2] Windstorm: 5 - (When Attacks) When this spirit is blocked, your opponent exhausts the specified number of spirits they control.								
The HornetKing Fong-Need	BSC14	The_HometKing_Fomg-Need.jpg	X-Rare	Spirit	Green	7		Shellman, Parasite	[LV1][LV2] (When Summoned) Place 3 cores from the void onto this spirit.	[LV1][LV2] (When Attacks) Exhaust as many opposing spirits as you like with a combined BP of up to 10000.	[LV2] (When Attacks) When the opponent's life is decreased, by sending 3 cores from this spirit to your trash, refresh this spirit.						
Lou-Koutyu	BSC14	Lou-Koutyu1.jpg	Promo, EX	Spirit	Green	4		Great General, Gaudy Trooper	[LV1][LV2] (When Attacks) Add 1 core from the void to your reserve.	[LV2] (When Attacks) By moving 2 cores from your reserve to your trash, your opponent can't activate a burst.							
The StarDragonDeity Sieg-Meteorwurm	BSC14	The_StarDragonDeity_Sieg-Meteorwurm.jpg	X-Rare	Spirit	Red	7	Evolution (Awaken), Rage (Clash)	Astral Dragon, Ancient Dragon 	[LV1][LV2][LV3] Flash Evolution - You may move any number of cores from spirits you control to this spirit.	[LV1][LV2][LV3] Rage (When Attacks) Your opponent must block is possible.							
The MagicalPrincessDeity Geraldy	BSC14	The_MagicalPrincessDeity_Geraldy.jpg	X-Rare	Spirit	Yellow	7	Immortality	Dark Artes	Immortality: Cost 2/3/4 (Either Attack Step) - This Spirit card in your Trash can be summoned when your Cost 2/3/4 Spirit is destroyed.	[LV1][LV2][LV3] If a magic card is discarded from your deck due to the effects of an opposing spirit, no more cards can be discarded from your deck this turn. 	[LV2][LV3] (When Battles) By returning one card from your trash to the bottom of your deck, send two cores from any opposing spirits to the Reserve.						
Victory-White-Dragon	BSC14	Victory_White_Dragon.jpg	Promo, EX	Spirit	White	4	Heavy Armor	Armored Dragon	A cost of 4 or more	[When Braved] Heavy Armor: Red/Purple -This Spirit is unaffected against the effects of all opposing Spirits, Braves, Nexus, and Spell Cards of the listed colors.							
The SuperEmperor Siegpentan-Nova	BSC14	X010_500x730.jpg	X-Rare	Spirit	Yellow	8	Tribute	Emperor Beast, Song Bird	"Tribute: Song Bird - Void - After paying for the summoning cost, you must send all core from one of your Spirits in the family ""Song Bird"" to the Void."	"[LV1][LV2][LV3] (When Summoned) If ""The Kaiser Empereur"" was used for the tribute, you may summon as many Spirits as you like from your hand and trash with ""Pentan"" in their names without paying the cost. However, you may not activate their (When Summoned) effects."	[LV3] (When Attacks) By destroying 3 of your Spirits with Pentan in their name, Refresh this Spirit.						
Ryuuman-Hammer	BSC15	Dragonhammer.png	Common	Spirit/Burst	Red	4	Burst	Dragon	[ Burst: After Your Life is Decreased ]	Destroy 3 opposing Spirits with 4000 BP or less. After that effect resolves, if you have an Ultimate on your Field, summon this Spirit card.	[LV2][LV3] (When Destroyed) Destroy 1 opposing Brave on a Brave Spirit.						
Gozdemon	BSC15	Tourossdemon.png	Common	Spirit/Burst	Purple	4	Burst, Curse	Ogre Wizard	[ Burst: After your Spirit is destroyed by the opponent]	"By returning 1 Spirit card in the family ""Ogre Wizard"" from your Trash to your Hand, summon this Spirit card."	[LV2] Curse (During Your Attack Step) During the showdown step, choose 1 opposing Spirit that blocked, destroy that Spirit at the end of the battle.						
Satoridemon	BSC15	Satoridemon.png	Master Rare	Spirit/Burst	Purple	5	Burst	Ogre Wizard	This Spirit card in your trash can returned to your hand after your burst is activated.	[ Burst: After Your Life is Decreased ]	Move all but 1 core each from all opposing spirits to the reserve. After that, if you have an ultimate on your field, summon this spirit.						
HananoMantis	BSC15	HananoMantis.png	Common	Spirit/Burst	Green	4	Burst	Blade Insect	[ Burst: After Your Life is Decreased ]	Exhaust all cost 3 or less Spirits. After that effect resolves, summon this Spirit card.	[LV2] (When Attacks) If you have an Ultimate on the Field, exhaust 1 opposing Spirit.						
Sawgrizzly	BSC15	Sawgrizzly.png	Master Rare	Spirit/Burst	Green	8	Burst	Blade Beast	[ Burst: After your Spirit is destroyed/depleted by the opponent ]	Exhaust 2 opposing Spirits. After that, if there is an Ultimate on your Field, summon this Spirit card.	[LV2] (When Battles) Your opponent cannot activate their set Burst.						
Heavy-Tankmobile T-35	BSC15	BSC15-006.png	Common	Spirit/Burst	White	4	Burst	Machine, Armed Machine	[ Burst: After your Spirit is destroyed by the opponent]	Summon this Spirit card.	[LV2] (Opponent's Attack Step) This Spirit can block even when exhausted. While you have an Ultimate on your Field, furthermore, this Spirit gets +3000 BP.						
Tourmalinedragoon	BSC15	Tournalinedragoon.png	Master Rare	Spirit/Burst	White	6	Burst	Armored Dragon	[ Burst: After Your Life is Decreased ]	Return 1 opposing set Burst to their hand. After that, if you have an Ultimate, summon this Spirit card.	[LV1][LV2] (When depleted by the opponent) By moving 1 core from the void to this Spirit, this Spirit remains on the field, exhausted.	[LV2] When this Spirit is destroyed by opposing effects, this Spirit remains on the field, exhausted.					
NemeaLeon	BSC15	NemeaLion.png	Common	Spirit/Burst	Yellow	3	Burst	Imaginary Beast	[ Burst: After Your Life is Decreased ]	During this turn, opposing cost 4 or less Spirits cannot attack. After that effect resolves, summon this Spirit card.	[LV2][LV3] (When destroyed by the opponent) Draw 1 card from your deck. If you have a Yellow Ultimate on your Field, draw 1 more card from your deck.						
The Angelia Daruel	BSC15	The_Angelia_Daruel.png	Rare	Spirit/Burst	Yellow	5	Burst	Divine Spirit	[ Burst: After an opponent's Spirit attacks ]	During this turn, 1 opposing Spirit gets -3000 BP. After that effect resolves, if you have a Yellow Ultimate on your Field, summon this Spirit card, and you can set 1 card with Burst effect from your hand. 	[LV3] While you have a set Burst, this Spirit cannot be affected by opposing Spirit effects.						
Brigantine-Golem	BSC15	BSC15-010.png	Common	Spirit/Burst	Blue	4	Burst	Artificial Soldier	[ Burst: After your Spirit is destroyed by the opponent]	Summon this Spirit card.	"[LV1][LV2] Flash (Opponent's Attack Step) By exhausting 1 of your Spirits or Ultimates, destroy 1 opposing Spirit with ""cannot be blocked"" effects."						
Frigate-Golem	BSC15	Frigate-Golem.png	Rare	Spirit/Burst	Blue	10	Burst	Artificial Soldier	[ Burst: After Your Life is Decreased ]	If you have an ultimate on your field, summon this Spirit card.	[LV1][LV2][LV3] (When Summoned) Treat all opposing Braves on Braved Spirits as cost 0, and destroy 1 opposing Spirit with cost 8 or less.	"[LV2][LV3] (Opponent's Turn) Your Spirits or Ultimates in ""Artificial Soldier"" family gets +2000 BP until end of turn."					
Lord-Bravan	BSC15	Lord_Bravan.jpg	Promo	Spirit/Burst	Red/White	4	Burst	Machine Dragon	A cost of 4 or more	[ Burst: After Your Life is Decreased ]	Summon this Brave to the Field, ignoring its Core Cost.	[When Braved] (When This Spirit Brave Attacks) When your opponent loses a Life Core due to this Brave Spirit's attack, send an additional Core from your opponent's Life to his/her Reserve.					
Chaotic-Rikugo	BSC15	Chaotic_Rikugo.jpg	Promo	Spirit/Burst	Purple/Yellow	4	Burst	Evil Shadow	A cost of 3 or more	[ Burst: After Your Life is Decreased ]	Summon this Brave to the Field, ignoring its Core Cost.	[When Braved] (When Battles) When determining the result of the battle, the Spirit with the most Battle Points is destroyed. If both Spirits have the same amount of BP, then both are destroyed.					
Saigord-Arms	BSC15	Saigord_Arms.jpg	Promo	Spirit/Burst	Green/Blue	4	Burst	Artificial Soldier	A cost of 3 or more	[ Burst: After Your Life is Decreased ]	Summon this Brave.	"[When Braved] (When This Spirit Brave Attacks) Discard the top two cards from your opponent's deck; if one of them has any Burst effects, add one Core from the Void to this Brave Spirit."					
Flame Burst	BSC15	Flame_Burst.png	Common	Magic/Burst	Red	3			[ Burst: After your Spirit is destroyed by the opponent. ]	Destroy all spirits with 3000 BP or less, then by paying the cost you can activate this card's flash effect.	Flash - Target Spirit or Ultimate gets +2000 BP until end of turn.						
Death Burst	BSC15	Death_Burst.png	Common	Magic/Burst	Purple	3			[ Burst: After Your Life is Decreased ]	Destroy 1 exhausted opposing Spirit, then by paying the cost you can activate this card's flash effect.	Flash - Target Spirit or Ultimate gets +2000 BP until end of turn.						
Burst Barrier	BSC15	Burst_Barrier.png	Common	Magic/Burst	White	3			[ Burst: After Your Life is Decreased ]	During this turn, attacks from opposing Spirits with cost 3 or less cannot decrease your Life. After that, by paying the cost of this card, activate the flash effect of this card.	Flash - Return an opponent's nexus to their hand.						
Resonance Burst	BSC15	Resonance_Burst.png	Common	Magic/Burst	Blue	3			[ Burst: After your opponent activates a Spirit/Brave's (When Summoned) effect ]	During this turn, your opponent cannot use any Magic cards. After that, by paying the cost, activate this card's flash effect.							
Ryuuman-Godbreaker	BSC15	Ryuuman-Godbreaker.png	X-Rare	Spirit/Burst	Red	8	Burst	Dragon	[ Burst: After Your Life is Decreased ]	Destroy an opposing spirit with 10000 BP or less. After that, if you have an ultimate on your field, draw 1 card and summon this spirit.	"[LV2][LV3] (When Attacks) By discarding one of your ultimate card, or two of your spirit cards in ""Dragon"" family from your hand, refresh this spirit."						
Ultimate-Bladra	BSC17	BSC17-001.jpg	Uncommon	Ultimate	Red	1	Ultimate-Trigger	Incarnate, Winged Dragon	[Summon Condition: You must have 1 or more Red spirit on your field.	[LV3][LV4][LV5] (Your Main Step) All of your Ultimate symbols are also treated as red symbols.	[LV4][LV5] Ultimate-Trigger (When Attacks) When Ultimate-Trigger hits, destroy 1 opposing spirit with 10000 BP or less. (Ultimate-Trigger: Move 1 card from your opponents deck to the trash. If the cost of that card is lower than this ultimate, it will hit)						
Ultimate-Swordmaster-Dragon	BSC17	Ultimate-Swordmaster-Dragon.png	Rare	Ultimate	Red	7	True-Clash, Double Ultimate-Trigger, Double Hit	Incarnate, Dragon Warrior	[Summon Condition: You must have 1 or more Ultimate on your Field.]	[LV3][LV4][LV5] True-Clash (When Attacks) Your opponent must block with their Spirits or Ultimates if possible.	Double Ultimate-Trigger [LV4][LV5] (When Attacks) For each Trigger hit, if this Ultimate is blocked by opposing Spirits, move 1 core from your opponent's life to their reserve. *Double Hit*: If both Triggers hit, additionally, destroy an opposing Brave on a Braved Spirit. (Double Ultimate-Trigger: Put 2 cards from your opponent's deck to their Trash. Cards that have a cost lower than this Ultimate will hit.)						
Ultimate-Soulhorse	BSC17	BSC17-003.jpg.jpg	Uncommon	Ultimate	Purple	3	Ultimate-Trigger	Incarnate, Evil Shadow	[Summon Condition: You must have 1 or more Red or Purple Spirit on your Field.]	[LV3][LV4] (Your Main Step) All of your Ultimate Symbols are also treated as Red/Purple Symbols.	Ultimate-Trigger [LV4] (When Attacks) When Ultimate-Trigger hits, destroy 1 opposing exhausted Spirit. (Ultimate-Trigger: Move 1 card from your opponents deck to the trash. If the cost of that card is lower than this ultimate, it will hit)						
Ultimate-Don-Diegod	BSC17	BSC17-004.jpg	Rare	Ultimate	Purple	4	Ultimate-Trigger	Incarnate, Zombie	[Summon Condition: You must have 1 or more Purple Spirit on your Field.]	[LV3][LV4][LV5] Cards from every player's deck cannot be discarded, and both players' Spirit effects cannot increase cores from the void.	Ultimate-Trigger [LV4][LV5] (When destroyed by the opponent) When Ultimate-Trigger hits, for each 1 cost of the card put into Trash by this Ultimate-Trigger, move 1 core from any opposing Spirits to the void. (Ultimate-Trigger: Move 1 card from your opponents deck to the trash. If the cost of that card is lower than this ultimate, it will hit)						
Ultimate-Sekkohkiji	BSC17	BSC17-005.jpg	Uncommon	Ultimate	Green	3	Ultimate-Trigger	Incarnate, Winged Beast	[Summon Condition: You must have 1 or more Green/Red Spirit on your Field.]	[LV3][LV4] (Your Main Step) All of your Ultimate Symbols are also treated as Red/Green Symbols.	Ultimate-Trigger [LV4] (When Attacks) When Ultimate-Trigger hits, exhaust 2 opposing Spirits. (Ultimate-Trigger: Move 1 card from your opponents deck to the trash. If the cost of that card is lower than this ultimate, it will hit)						
Ultimate-Grant-Benkei	BSC17	BSC17-006.png	Rare	Ultimate	Green	5	Burst, Ultimate-Trigger	Incarnate, Shellman	[Summon Condition: You must have 1 or more Green Spirits on your Field.]	[ Burst: After your opponent activates a Spirit/Brave's (When Summoned) effect ]	Summon this Ultimate card. After that, if this Burst is activated due to the activation of a Brave's (When Summoned) effect, your opponent discards 1 card from their hand.	Ultimate-Trigger [LV4] (When Attacks) When Ultimate-Trigger hits, your opponent discards 1 card from their hand. (Ultimate-Trigger: Move 1 card from your opponents deck to the trash. If the cost of that card is lower than this ultimate, it will hit)					
Ultimate-Igua-Buggy	BSC17	BSC17-007.jpg	Uncommon	Ultimate	White	3	Ultimate-Trigger	Incarnate, Machine Beast	[Summon Condition: You must have 1 or more Red/White Spirit on your Field.]	[LV3][LV4][LV5] (Your Main Step) All of your Ultimate Symbols are also treated as Red/White Symbols.	Ultimate-Trigger [LV4] (When Attacks) When Ultimate-Trigger hits, return 1 opposing Spirit to their hand. (Ultimate-Trigger: Move 1 card from your opponents deck to the trash. If the cost of that card is lower than this ultimate, it will hit)						
Ultimate-Sunk-Shine	BSC17	BSC17-008.jpg	Rare	Ultimate	White	7	Burst, Ultimate-Trigger	Incarnate, Android	[Summon Condition: You must have 1 or more White Spirit on your Field.]	[ Burst: After Your Life is Decreased ]	Summon this Ultimate card.	[LV3][LV4] (Opponent's Attack Step) This Ultimate can block while exhausted.	Ultimate-Trigger [LV4] (When Blocks) When Ultimate-Trigger hits, when only the opposing Spirit is destroyed by comparing BP, move 1 core from the opponent's Life to their Reserve. (Ultimate-Trigger: Put 1 card from your opponents deck to the trash. If the cost of that card is lower than this ultimate, it will hit)				
The UltimateMarshal Ultimate-Lay-Saurer	BSC17	BSC17-009.jpg	Master Rare	Ultimate	White	7	Ultimate-Trigger, Critical Hit	Incarnate, Machine Beast	[Summon Condition: You must have 1 or more White Spirits on your Field]	[LV3][LV4][LV5] (Start of your Opponent's Attack Step) Choose 1 opposing Spirit. For that turn, the chosen Spirit can't attack.	Ultimate-Trigger [LV4][LV5] (When Attacks)When Ultimate-Trigger hits, this Ultimate cannot be blocked by opposing Spirits. *Critical Hit*: If the hit card is cost 3 or below, additionally, add 1 Ultimate Symbol to this Ultimate.(Ultimate-Trigger: Put 1 card from your opponents deck to the trash. If the cost of that card is lower than this Ultimate, it will hit)						
Ultimate-Hipogrifee	BSC17	BSC17-010.jpg	Uncommon	Ultimate	Yellow	5	Ultimate-Trigger	Incarnate, Imaginary Beast	[Summon Condition: You must have 1 or more Yellow Spirit on your Field.]	[LV3][LV4][LV5] (When Attacks) The opponent cannot block if they don't move 1 core from their Reserve to the Trash.	"Ultimate-Trigger [LV4][LV5] (When Attacks) When Ultimate-Trigger hits, return 1 Spirit card in the family ""Imaginary Beast"" from your Trash to your hand. (Ultimate-Trigger: Put 1 card from your opponents deck to the trash. If the cost of that card is lower than this ultimate, it will hit)"						
Ultimate-Tamamonoin	BSC17	BSC17-011.png	Rare	Ultimate	Yellow	6	Ultimate-Trigger	Incarnate, Imaginary Beast	[Summon Condition: You must have 1 or more Yellow Spirits on your Field.]	[LV3][LV4][LV5] (Your Attack Step) All of your Ultimates cannot be blocked by opposing LV1 Spirits.	"Ultimate-Trigger [LV4][LV5] (When Attacks) When Ultimate-Trigger hits, during this turn, all of your Spirits with ""Holy Life"" cannot be blocked by opposing Ultimates. (Ultimate-Trigger: Put 1 card from your opponents deck to the trash. If the cost of that card is lower than this ultimate, it will hit)"						
Ultimate-Sea-Serpendar	BSC17	BSC17-012.jpg	Uncommon	Ultimate	Blue	6	Ultimate-Trigger	Incarnate, Fusion Beast	[Summon Condition: You must have 1 or more Blue Spirit on your Field.]	[LV3][LV4] (When Summoned) Destroy 1 opposing Brave Spirit.	Ultimate-Trigger [LV4] (Start of Opponent's Attack Step) When Ultimate-Trigger hits, during this turn, cost 5 and below opposing Spirits cannot attack. (Ultimate-Trigger: Put 1 card from your opponents deck to the trash. If the cost of that card is lower than this ultimate, it will hit)						
Ultimate-Gordias	BSC17	BSC17-013.jpg	Master Rare	Ultimate	Blue	7	Double Ultimate-Trigger, Double Hit	Incarnate, Fighting Spirit	[Summon Condition: You must have 1 or more Blue Spirits on your Field.]	[LV3][LV4][LV5] Cards in every player's Trash cannot activate their effects and cannot be affected by any other effects except this effect.	Double Ultimate-Trigger [LV4][LV5] (When Attacks) For each Ultimate-Trigger hit, destroy 1 opposing cost 4 or below Spirit.*Double Hit*: If both Ultimate-Trigger hits, additionally, destroy 1 more opposing Spirit. (Double Ultimate-Trigger: Put 2 cards from your opponent's deck to their Trash. Cards that have a cost lower than this Ultimate will hit.)						
Ultimate-Orion	BSC17	BSC17-014.jpg	Rare	Ultimate	Blue	8	Ultimate-Trigger	Incarnate, Fighting Spirit	[Summon Condition: You must have 3 or more Blue Spirits on your Field.]	Ultimate-Trigger [LV3][LV4] (When Summoned) When Ultimate-Trigger hits, destroy any amount of opposing Spirits up to a total of 12 cost.*Critical Hit*: If the hit card is cost 5 or below, additionally, discard 12 cards from the top of your opponent's deck. (Ultimate-Trigger: Move 1 card from your opponents deck to the trash. If the cost of that card is lower than this ultimate, it will hit)							
The TwinAxeEmperor Gordias	BSC17	The_TwinAxeEmperor_Gordias.jpg	X-Rare	Spirit	Blue	7		Fighting Spirit	[LV1][LV2][LV3] Cards in every player's trash cannot be affected by any other effects except this effect.	[LV2][LV3] (When Attacks) Destroy 1 opponent's spirit with cost 4 or less. When a spirit is destroyed by this effect, refresh this spirit.	[LV3] (Your Attack Step) At the beginning of the step, you can target 1 opponent's spirit. Targeted spirit is also treated as cost 3 until end of turn.						
